24.5,273,2016,8,30,12,0.001759619084194267,-0.030986515851681,-0.01012045093291009,-3.69692423048038
24.5,273,2016,8,30,18,0.001759619084194267,-0.030986515851681,-0.01012045093291009,-3.69692423048038
24,272,2016,8,31,0,0.001706513805050673,-0.0384270976508285,-0.01091440426786753,-2.26503083595356
31,279,2016,8,31,6,0.00203234764927372,-0.02776194421235393,-0.0477864335620156,-5.038352863399543
24.5,272.5,2016,8,31,12,0.001332136625264778,-0.0290587046805002,-0.004904502343344793,-3.189580972573154
25.5,272.5,2016,8,31,18,0.002471068617022017,0.01460024523356058,0.03047903961175984,-3.261697892501908
25,273,2016,9,1,0,0.001569796147733257,-0.008231593960493371,0.007698114241673473,-4.013369726780473
26,273.5,2016,9,1,6,0.003988758358330683,0.02336877139259565,0.03883582748693564,-3.819538322612316
27,274,2016,9,1,12,0.004522919195705593,0.03532324194015454,0.05024448572140297,-3.763855160552481
28,274.5,2016,9,1,18,0.004561585299270987,0.04889025913078603,0.04677255672536729,-4.293723067170307
29,275,2016,9,2,0,0.009225867235036834,0.05437322186951753,0.03995739478960611,-4.850611131766467
30.5,276,2016,9,2,6,0.009240913156514426,0.0415966701234536,0.001309117304817178,-5.467380190096332
31.5,277,2016,9,2,12,0.006116381858334627,-0.0103630238660954,-0.05394637975148904,-2.472438456588508
33,278.5,2016,9,2,18,0.001967528777133042,-0.01788525852988964,-0.06044520421497285,-1.861855382480875
34,280.5,2016,9,3,0,0.008683744875047313,-0.0035776608180841,-0.0278705504502086,-0.8873105436034463
35,282.5,2016,9,3,6,0.006088884070133446,0.003937633594824237,0.01618146314664592,-0.02203270745259807
36.5,284.5,2016,9,3,12,0.008006855062981542,0.005510539793416635,0.03232544368242819,0.00118881393345243
37,285,2016,9,3,18,0.007030619438625491,0.005886718610452281,0.03521043873250038,-0.2811183334784525
36,285.5,2016,9,4,0,0.002497713624803154,0.009186421495289509,0.02824172074121694,-0.6047746632703355
36.5,286,2016,9,4,6,0.003642770213832695,0.00968530131607153,0.03207844817962768,-0.9617228383622702
37,287,2016,9,4,12,0.004548082728908879,0.01272886636374917,0.03620786239022639,-1.621551572848111
16,261,2016,9,4,18,0.003095094113249311,-0.002264234319478894,-0.001555222093810258,-0.9493618898054021
38,288,2016,9,5,0,0.003577676819835311,0.01356935316727037,0.03525204579215169,-1.560690105897899
38,287.5,2016,9,5,6,0.002827953464214518,0.01146907871566825,0.03640535125892771,-1.276035838992661
38,287,2016,9,5,12,0.003853055326456784,0.009202109945250921,0.03724163467171619,-0.9651147370962928
38,287,2016,9,5,18,0.003853055326456784,0.009202109945250921,0.03724163467171619,-0.9651147370962928
38,287.5,2016,9,6,0,0.002827953464214518,0.01146907871566825,0.03640535125892771,-1.276035838992661
38.5,288.5,2016,9,6,6,0.005497728896458458,0.01547959564844337,0.03473106060582124,-1.888397568927847
39,289,2016,9,6,12,0.008156145954651788,0.01895568462491567,0.03561399106450915,-2.175346113792979
39.5,289.5,2016,9,6,18,0.01104937460856926,0.02006668559635799,0.03522691672448323,-2.358437104587107
39.5,290,2016,9,7,0,0.01268218676903432,0.02185815349972497,0.03518432535273234,-2.784048033289215
40,290,2016,9,7,6,0.01351478660871319,0.01851448945893517,0.03360763949691382,-2.418666436966266
40,290.5,2016,9,7,12,0.017008891387353,0.01960225784798706,0.03299356184413777,-2.845149422480599
39.5,290,2016,9,7,18,0.01268218676903432,0.02185815349972497,0.03518432535273234,-2.784048033289215
39.5,290.5,2016,9,8,0,0.01590006730734935,0.02280104794331526,0.03478853596973288,-3.157061174826246
39.5,290.5,2016,9,8,6,0.01590006730734935,0.02280104794331526,0.03478853596973288,-3.157061174826246
39,290.5,2016,9,8,12,0.01489188995843961,0.02299653941854753,0.03534430480523775,-3.174939792501856
38.5,290.5,2016,9,8,18,0.01400677270569809,0.02105326424014839,0.03430244446545654,-3.179411508244899
38.5,290.5,2016,9,8,18,0.01400677270569809,0.02105326424014839,0.03430244446545654,-3.179411508244899
